table_name,field_name,field_alias,field_description,unit,missing_pct,estimated_information_value,estimated_implementation_effort,justification
ANALYSIS_DIS_CRCP,TRANS_CRACK_L,Transverse Crack Length,Total length of transverse cracking.,m,0.0,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_CRCP,TRANS_CRACK_L_H,High Severity Transverse Crack Length,Length of high severity transverse cracking. (Spalling along more than 50 percent of the crack length.),m,0.0,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_CRCP,TRANS_CRACK_L_L,Low Severity Transverse Crack Length,Length of low severity transverse cracking. (Spalling along no more than 10 percent of the crack length.),m,0.0,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_CRCP,TRANS_CRACK_L_M,Medium Severity Transverse Crack Length,Length of moderate severity transverse cracking. (Spalling of at least 10 percent but no more than 50 percent of the crack length.),m,0.0,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_CRCP,TRANS_CRACK_NO_H,High Severity Transverse Crack Number,Number of high severity (greater than 50 percent spalled) transverse cracks.,,0.0,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_CRCP,TRANS_CRACK_NO_L,Low Severity Transverse Crack Number,Number of low severity transverse cracks. (No spalling exceeding 10 percent of length).,,0.0,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_CRCP,TRANS_CRACK_NO_M,Medium Severity Transverse Crack Number,Number of moderate severity (spalling of at least 10 percent but no more than 50 percent) transverse cracks.,,0.0,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,AVG_EDGE_FAULT,Average Edge Fault,Average edge faulting calculated per site per survey.,mm,8.904347826086957,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,AVG_WHEELPATH_FAULT,Average Wheel path Fault,Average wheel path faulting calculated per site per survey.,mm,11.530434782608696,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,CORNER_BREAKS_NO_H,High Severity Corner Breaks Number,Number of high severity corner breaks. (Spalled at moderate to high severity for more than 10 percent of crack; or faulting exceeds 13 mm or corner piece in two or more pieces.),,0.0,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,CORNER_BREAKS_NO_L,Low Severity Corner Breaks Number,Number of low severity corner breaks. (Not spalled for more than 10 percent of length; no measurable faulting; corner piece not broken in two or more pieces.),,0.017391304347826087,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,CORNER_BREAKS_NO_M,Medium Severity Corner Breaks Number,Number of moderate severity corner breaks. (Spalled at low severity for more than 10 percent; or faulting less than 13 mm; corner piece not broken in two or more pieces.),,0.0,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,CRACKED_SLABS_HALF,Half-Width Transverse Cracked Slabs,"Number of slabs with transverse cracks extending to at least the midpoint of the slab, and with length at least half of the slab width.",,0.5739130434782609,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,CRACKED_SLABS_TOTAL,Total Cracked Slabs,Number of slabs with either transverse or longitudinal cracking.,,10.626086956521739,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,CRACKED_SLABS_TRANS,Transverse Cracked Slabs,Number of slabs with transverse cracking.,,0.591304347826087,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,DURAB_CRACK_A,Durability Crack Area,Total area of durability cracking,sq m,0.034782608695652174,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,DURAB_CRACK_A_H,High Severity Durability Crack Area,Area of high severity durability (“D”) cracking.,sq m,0.034782608695652174,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,DURAB_CRACK_A_L,Low Severity Durability Crack Area,Area of low severity durability (“D”) cracking.,sq m,0.034782608695652174,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,DURAB_CRACK_A_M,Medium Severity Durability Crack Area,Area of moderate severity durability (“D”) cracking.,sq m,0.034782608695652174,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,DURAB_CRACK_NO_H,High Severity Durability Crack Number,Number of slabs affected with high severity durability (“D”) cracking.,,0.034782608695652174,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,DURAB_CRACK_NO_L,Low Severity Durability Crack Number,Number of slabs affected with low severity durability (“D”) cracking.,,0.0,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,DURAB_CRACK_NO_M,Medium Severity Durability Crack Number,Number of slabs affected with moderate severity durability (“D”) cracking.,,0.017391304347826087,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,HPMS16_CRACKING_PERCENT_JPCC,2016 HPMS JPCC Cracking Percentage,Percent of section cracked using 2016 HPMS definitions. Includes longitudinal and transverse cracking at least half slab width in length.,%,0.591304347826087,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,JOINT_SEAL_TRANS_NO_H,High Severity Transverse Joint Seal Damage Number,Number of transverse joints with high severity seal damage (damage over more than 50 percent of joint).,,4.104347826086956,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,JOINT_SEAL_TRANS_NO_L,Low Severity Transverse Joint Seal Damage Number,Number of transverse joints with low severity seal damage (damage on less than 10 percent of the joint).,,4.104347826086956,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,JOINT_SEAL_TRANS_NO_M,Medium Severity Transverse Joint Seal Damage Number,Number of transverse joints with moderate severity seal damage (damage on 10 percent to 50 percent of joint).,,4.08695652173913,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,JT_SEALED,Joint Sealed Code,Code indicating if transverse joints were sealed.,,0.0,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,LONG_CRACK_L,Longitudinal Crack Length,Total length of longitudinal cracking.,m,0.1217391304347826,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,LONG_CRACK_L_H,High Severity Longitudinal Crack Length,Length of high severity longitudinal cracking. (Crack widths greater than 13 mm or spalling greater than 75 mm or faulting greater than 13 mm.),m,0.06956521739130435,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,LONG_CRACK_L_L,Low Severity Longitudinal Crack Length,"Length of low severity longitudinal cracking. (Crack widths less than 3 mm, no spalling or measurable faulting.)",m,0.10434782608695652,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,LONG_CRACK_L_M,Medium Severity Longitudinal Crack Length,Length of moderate severity longitudinal cracking. (Crack widths between 3 and 13 mm or spalling less than 75 mm or faulting less than 13 mm.),m,0.08695652173913043,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,LONG_CRACK_SEAL_L,Well Sealed Longitudinal Crack Length,Total length of well sealed longitudinal cracking.,m,0.2434782608695652,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,LONG_CRACK_SEAL_L_H,High Severity Well Sealed Longitudinal Crack Length,"Length of well sealed, high severity longitudinal cracking. (Crack widths greater than 13 mm or spalling greater than 75 mm or faulting greater than 13 mm.)",m,0.05217391304347826,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,LONG_CRACK_SEAL_L_L,Low Severity Well Sealed Longitudinal Crack Length,"Length of well sealed, low severity longitudinal cracking. (Crack widths less than 3 mm, no spalling or measurable faulting.)",m,0.2434782608695652,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,LONG_CRACK_SEAL_L_M,Medium Severity Well Sealed Longitudinal Crack Length,"Length of well sealed, moderate severity longitudinal cracking. (Crack widths between 3 and 13 mm or spalling less than 75 mm or faulting up to 13 mm.)",m,0.08695652173913043,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,LONG_JT_SEAL_DAM_L,Low Severity Joint Seal Damage Longitudinal Joint Length,Length of sealed longitudinal joints with joint seal damage.,m,5.339130434782609,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,LONG_SPALLING_L,Longitudinal Joint Spalling,Total length of spalling of longitudinal joints.,m,0.43478260869565216,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,LONG_SPALLING_L_H,High Severity Longitudinal Joint Spalling Length,Length of high severity spalling of longitudinal joints. (Spalls greater than 150 mm measured to center of joint with loss of material.),m,0.4,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,LONG_SPALLING_L_L,Low Severity Longitudinal Joint Spalling Length,Length of low severity spalling of longitudinal joints. (Spalls less than 75 mm measured to center of joint with no loss of material.),m,0.4,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,LONG_SPALLING_L_M,Medium Severity Longitudinal Joint Spalling Length,Length of moderate severity spalling of longitudinal joints. (Spalls between 75 and 150 mm wide measured to center of joint with loss of material.),m,0.3826086956521739,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,MEPDG_CRACKING_PERCENT_JPCC,MEPDG JPCC Cracking Percentage,"Percent of slabs cracked computed from the total number of transverse cracks on a test section divided by the ratio of joint spacing and test section length, times 100. This value is truncated to a maximum value of 100 percent.",%,15.6,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,ME_PERCENT_CRACKED_SLABS,MEPDG Percentage of Cracked Slabs,Percentage of cracked slabs based on the actual number of slabs in the test section divided by the slabs with transverse cracks that intercepted the outside lane edge and at least 1 foot long.,%,10.626086956521739,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,PATCH_FLEX_A_H,High Severity Flexible Patch Area,Area of flexible patching showing high severity distress of any type or settlement of 6 mm or more at the perimeter.,sq m,0.08695652173913043,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,PATCH_FLEX_A_L,Low Severity Flexible Patch Area,"Area of flexible patching showing, at most, low severity distress of any type and no settlement at the perimeter.",sq m,0.08695652173913043,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,PATCH_FLEX_A_M,Medium Severity Flexible Patch Area,Area of flexible patching showing moderate severity distress of any type or settlement of up to 6 mm at the perimeter.,sq m,0.08695652173913043,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,PATCH_FLEX_NO_H,High Severity Flexible Patch Number,Number of flexible patches showing high severity distress or settlement of 6 mm or more at the perimeter.,,0.34782608695652173,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,PATCH_FLEX_NO_L,Low Severity Flexible Patch Number,Number of flexible patches showing at most low severity distress of any type and no settlement at the perimeter.,,0.3652173913043478,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,PATCH_FLEX_NO_M,Medium Severity Flexible Patch Number,Number of flexible patches showing moderate severity distress of any type or settlement of up to 6 mm at the perimeter.,,0.34782608695652173,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,PATCH_RIGID_A_H,High Severity Rigid Patch Area,Area of rigid patching showing high severity distress of any type or settlement of 6 mm or more at the perimeter.,sq m,0.08695652173913043,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,PATCH_RIGID_A_L,Low Severity Rigid Patch Area,"Area of rigid patching showing, at most, low severity distress of any type and no settlement at the perimeter.",sq m,0.1391304347826087,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,PATCH_RIGID_A_M,Medium Severity Rigid Patch Area,Area of rigid patching showing moderate severity distress of any type or settlement of up to 6 mm at the perimeter.,sq m,0.10434782608695652,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,PATCH_RIGID_NO_H,High Severity Rigid Patch Number,Number of rigid patches showing high severity distress of any type or settlement of 6 mm or more at the perimeter.,,0.0,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,PATCH_RIGID_NO_L,Low Severity Rigid Patch Number,"Number of rigid patches showing, at most, low severity distress of any type and no settlement at the perimeter.",,0.05217391304347826,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,PATCH_RIGID_NO_M,Medium Severity Rigid Patch Number,Number of rigid patches showing moderate severity distress of any type or settlement of up to 6 mm at the perimeter.,,0.017391304347826087,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,TRANS_CRACK_L,Transverse Crack Length,Total length of transverse cracking.,m,0.017391304347826087,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,TRANS_CRACK_L_H,High Severity Transverse Crack Length,Length of high severity transverse cracking. (Crack widths greater than 6 mm or spalling over 75 mm or faulting over 6 mm.),m,0.017391304347826087,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,TRANS_CRACK_L_L,Low Severity Transverse Crack Length,"Length of low severity transverse cracking. (Crack widths less than 3 mm, no spalling and no measurable faulting.)",m,0.0,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,TRANS_CRACK_L_M,Medium Severity Transverse Crack Length,Length of moderate severity transverse cracking. (Crack widths between 3 and 6 mm or spalling under 75 mm or faulting up to 6 mm.),m,0.0,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,TRANS_CRACK_NO_H,High Severity Transverse Crack Number,Number of transverse cracks for which high severity distress exceeds 10 percent of the length.,,0.0,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,TRANS_CRACK_NO_L,Low Severity Transverse Crack Number,Number of low severity transverse cracks. (No spalling exceeding 10 percent of length.),,0.017391304347826087,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,TRANS_CRACK_NO_M,Medium Severity Transverse Crack Number,Number of transverse cracks for which moderate severity distress is the highest level observed for at least 10 percent of the crack.,,0.0,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,TRANS_CRACK_SEAL_L,Well Sealed Transverse Crack Length,Total length of transverse cracking with sealant in good condition for at least 90 percent of length of crack.,m,0.4869565217391304,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,TRANS_CRACK_SEAL_L_H,High Severity Well Sealed Transverse Crack Length,Length of high severity transverse cracking with sealant in good condition for at least 90 percent of length of crack.,m,0.1217391304347826,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,TRANS_CRACK_SEAL_L_L,Low Severity Well Sealed Transverse Crack Length,Length of low severity transverse cracking with sealant in good condition for at least 90 percent of length of crack.,m,0.41739130434782606,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,TRANS_CRACK_SEAL_L_M,Medium Severity Well Sealed Transverse Crack Length,Length of moderate severity transverse cracking with sealant in good condition for at least 90 percent of length of crack.,m,0.2434782608695652,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,TRANS_SPALLING_L,Transverse Joint Spalling Length,Total length of spalling of transverse joints.,m,0.7304347826086957,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,TRANS_SPALLING_L_H,High Severity Transverse Spalling Length,Length of high severity spalling of transverse joints. (Spalls more than 150 mm wide measured to center of joint with loss of material.),m,0.2956521739130435,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,TRANS_SPALLING_L_L,Low Severity Transverse Spalling Length,Length of low severity spalling of transverse joints. (Spalls less than 75 mm measured to center of joint or with no loss of material.),m,0.6434782608695652,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,TRANS_SPALLING_L_M,Medium Severity Transverse Spalling Length,Length of moderate severity spalling of transverse joints. (Spalls 75 to 150 mm wide measured to center of joint with loss of material).,m,0.4,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,TRANS_SPALLING_NO_H,High Severity Transverse Spalling Number,Number of transverse joints with high severity spalling. (Spalls more than 150 mm wide measured to center of joint.),,0.034782608695652174,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,TRANS_SPALLING_NO_L,Low Severity Transverse Spalling Number,Number of transverse joints with low severity spalling. (Spalls less than 75 mm wide measured to center of joint.),,0.017391304347826087,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
ANALYSIS_DIS_JPCC,TRANS_SPALLING_NO_M,Medium Severity Transverse Spalling Number,Number of transverse joints with moderate severity spalling. (Spalls between 75 and 150 mm wide measured to center of joint.),,0.017391304347826087,HIGH,LOW (<30 min),Severity-disaggregated distress components can provide richer lagged condition state than the current single aggregate target.
EXPERIMENT_SECTION,BASIC_INFO_RS,Basic Information Record Status,RECORD_STATUS from minimum RECORD_STATUS for selected BASIC_INFO tables.,,0.7814469372321654,HIGH,MEDIUM (30-90 min),"This field can add timing, treatment, or structural-regime context that the current production features only partially capture."
EXPERIMENT_SECTION,CLIMATIC_RS,Climatic Record Status,RECORD_STATUS from maximum RECORD_STATUS for selected climatic tables.,,0.0,HIGH,MEDIUM (30-90 min),"This field can add timing, treatment, or structural-regime context that the current production features only partially capture."
EXPERIMENT_SECTION,EXPERIMENT_NO,Experiment Number Code,Code indicating to which LTPP experiment the pavement section is assigned.,,0.0,HIGH,MEDIUM (30-90 min),"This field can add timing, treatment, or structural-regime context that the current production features only partially capture."
EXPERIMENT_SECTION,EXP_SECT_RS,Experiment Section Record Status,RECORD_STATUS for EXPERIMENT_SECTION table.,,0.0,HIGH,MEDIUM (30-90 min),"This field can add timing, treatment, or structural-regime context that the current production features only partially capture."
EXPERIMENT_SECTION,PAVEMENT_FAMILY,Pavement Family,Code indicating pavement family assigned based on experiment design and layer structure of the pavement section.,,3.4534913032518273,HIGH,MEDIUM (30-90 min),"This field can add timing, treatment, or structural-regime context that the current production features only partially capture."
EXPERIMENT_SECTION,PAV_STRUCT_RS,Pavement Structure Record Status,"RECORD_STATUS from minimum RECORD_STATUS of all layers for tst_l05b for this SHRP_ID, STATE_CODE, and CONSTRUCTION_NO.",,3.1257877489286616,HIGH,MEDIUM (30-90 min),"This field can add timing, treatment, or structural-regime context that the current production features only partially capture."
EXPERIMENT_SECTION,RECORD_STATUS,Record Status,A code indicating the general quality of the data.,,0.0,HIGH,MEDIUM (30-90 min),"This field can add timing, treatment, or structural-regime context that the current production features only partially capture."
EXPERIMENT_SECTION,SEAS_ID,Seasonal Identification Code,State specific seasonal identification code.,,97.44139147970759,HIGH,MEDIUM (30-90 min),"This field can add timing, treatment, or structural-regime context that the current production features only partially capture."
EXPERIMENT_SECTION,STATUS,Status Code,Code indicating the status of a section for a given construction event.,,11.998991681371313,HIGH,MEDIUM (30-90 min),"This field can add timing, treatment, or structural-regime context that the current production features only partially capture."
EXPERIMENT_SECTION,TRAFFIC_RS,Traffic Record Status,RECORD_STATUS  from maximum RECORD_STATUS  for selected monitoring traffic tables.,,4.650869674817242,HIGH,MEDIUM (30-90 min),"This field can add timing, treatment, or structural-regime context that the current production features only partially capture."
TST_L05B,DESCRIPTION,Layer Description Code,Code indicating general type of layer.,,0.0,HIGH,HIGH (>90 min),Pavement layer composition and thickness are likely core determinants of how distress evolves after treatment.
TST_L05B,LAYER_TYPE,Layer Type Code,Code identifying the type of layer.,,0.0,HIGH,HIGH (>90 min),Pavement layer composition and thickness are likely core determinants of how distress evolves after treatment.
TST_L05B,MATL_CODE,Material Code,Code corresponding to the material type classification.,,0.0,HIGH,HIGH (>90 min),Pavement layer composition and thickness are likely core determinants of how distress evolves after treatment.
TST_L05B,PROJECT_LAYER_CODE,Project Layer Code,Sequential alphabetic code assigned to identify group project wide layers.,,31.95071868583162,HIGH,HIGH (>90 min),Pavement layer composition and thickness are likely core determinants of how distress evolves after treatment.
TST_L05B,REPR_THICKNESS,Representative Thickness,Representative thickness for a layer in a section.,in,18.17248459958932,HIGH,HIGH (>90 min),Pavement layer composition and thickness are likely core determinants of how distress evolves after treatment.
PERFORMANCE_EVENT,LTPP Change Events with Potential of Affecting Pavement Condition Measurements,,,,0.0,MEDIUM,HIGH (>90 min),"Event-type history may explain discontinuities in measured distress or treatment timing, but the sheet structure looks harder to operationalise cleanly."
PERFORMANCE_EVENT,Unnamed: 1,,,,2.1739130434782608,MEDIUM,HIGH (>90 min),"Event-type history may explain discontinuities in measured distress or treatment timing, but the sheet structure looks harder to operationalise cleanly."
PERFORMANCE_EVENT,Unnamed: 2,,,,2.1739130434782608,MEDIUM,HIGH (>90 min),"Event-type history may explain discontinuities in measured distress or treatment timing, but the sheet structure looks harder to operationalise cleanly."
PERFORMANCE_EVENT,Unnamed: 3,,,,19.565217391304348,MEDIUM,HIGH (>90 min),"Event-type history may explain discontinuities in measured distress or treatment timing, but the sheet structure looks harder to operationalise cleanly."
PERFORMANCE_EVENT,Unnamed: 4,,,,2.1739130434782608,MEDIUM,HIGH (>90 min),"Event-type history may explain discontinuities in measured distress or treatment timing, but the sheet structure looks harder to operationalise cleanly."
PERFORMANCE_EVENT,Unnamed: 5,,,,2.1739130434782608,MEDIUM,HIGH (>90 min),"Event-type history may explain discontinuities in measured distress or treatment timing, but the sheet structure looks harder to operationalise cleanly."
SHRP_INFO,CARDCINFO,C-Card Interpretation Code,Indicates how to process data after column 89 on the C-Card input record. This value is typically S(top) for sites not under direct LTPP control where the value is 5(-digits/vehicle) as data is submitted for 15 not 13 classes. A numeric value requires entries in Traffic_Class_Convert_Data.,,0.0,MEDIUM,MEDIUM (30-90 min),This field looks like stable site or traffic-system context that could improve heterogeneity modelling.
SHRP_INFO,CLASS_SITE,Classification Site,Site identifier for location at which class was collected.,,0.0,MEDIUM,MEDIUM (30-90 min),This field looks like stable site or traffic-system context that could improve heterogeneity modelling.
SHRP_INFO,DATA_AVAILABILITY,Data Availability Code,A qualitative description of the data available and its reliability for the period indicated.,,33.32606800348736,MEDIUM,MEDIUM (30-90 min),This field looks like stable site or traffic-system context that could improve heterogeneity modelling.
SHRP_INFO,ERR_1AM1PM,Error 1AM 1PM,For this site is the 1AM > 1PM daily class error enforced.,,0.0,MEDIUM,MEDIUM (30-90 min),This field looks like stable site or traffic-system context that could improve heterogeneity modelling.
SHRP_INFO,FUNC_CLASS,Functional Class Code,Functional class of the route where the LTPP section is located.,,0.0,MEDIUM,MEDIUM (30-90 min),This field looks like stable site or traffic-system context that could improve heterogeneity modelling.
SHRP_INFO,LANES_LTPP_DIR,Number of Lanes in LTPP Direction,The total number of through lanes in the LTPP direction.,,0.0,MEDIUM,MEDIUM (30-90 min),This field looks like stable site or traffic-system context that could improve heterogeneity modelling.
SHRP_INFO,LANES_NON_LTPP_DIR,Number of Lanes in Non-LTPP Direction,The total number of through lanes in the non-LTPP direction.,,0.08718395815170009,MEDIUM,MEDIUM (30-90 min),This field looks like stable site or traffic-system context that could improve heterogeneity modelling.
SHRP_INFO,LOAD_DIR,Loading Direction Code,"For this site if UPDATE_LNDIR is Y, from the file load this lane and renumber it to the LTPP DIR value.  The typical value is equal to LTPP_DIR.",,0.0,MEDIUM,MEDIUM (30-90 min),This field looks like stable site or traffic-system context that could improve heterogeneity modelling.
SHRP_INFO,LOAD_HOURS,Load Hours,"For this site, load data to HH_CL_CT table routinely. The value is typically N for any site not in SPSWIM_VALIDATION_INIT and Y otherwise. To capture days associated with time changes this value is set to Y. ",,0.0,MEDIUM,MEDIUM (30-90 min),This field looks like stable site or traffic-system context that could improve heterogeneity modelling.
SHRP_INFO,LOAD_LN,Load Lane,"For this site if UPDATE_LNDIR is Y, from the file load this lane and renumber it to the LTPP LN value.  The normal value is equal to LTPP_LN.",,0.0,MEDIUM,MEDIUM (30-90 min),This field looks like stable site or traffic-system context that could improve heterogeneity modelling.
SHRP_INFO,LTPP_DIR,LTPP Lane Direction Code,Direction of LTPP lane using Traffic Monitoring Guide conventions.,,0.0,MEDIUM,MEDIUM (30-90 min),This field looks like stable site or traffic-system context that could improve heterogeneity modelling.
